#wvl [um]        modulation
5.18623291       0.00337508555     
5.1835446        0.00333522027     
5.18085908       0.0033158512      
5.17817634       0.00332218847     
5.17549638       0.00336532464     
5.17281919       0.00342934315     
5.17014476       0.00330831255     
5.16747311       0.00336061227     
5.16480421       0.00333481068     
5.16213806       0.00337617685     
5.15947467       0.00337962102     
5.15681403       0.00337094418     
5.15415612       0.00336717015     
5.15150096       0.00343390038     
5.14884853       0.00349325335     
5.14619883       0.00346840448     
5.14355186       0.00334692145     
5.1409076        0.0034466164      
5.13826607       0.00344535192     
5.13562725       0.0033206372      
5.13299113       0.00330643978     
5.13035773       0.00339249038     
5.12772702       0.0033609841      
5.12509901       0.00336012724     
5.12247369       0.00331826733     
5.11985106       0.00330722003     
5.11723111       0.00330717475     
5.11461385       0.00344185225     
5.11199926       0.00338768382     
5.10938734       0.00339765283     
5.10677809       0.00333622925     
5.1041715        0.00333664959     
5.10156757       0.00330476274     
5.0989663        0.00342740333     
5.09636768       0.00335335766     
5.09377171       0.00332950662     
5.09117838       0.00331671189     
5.08858769       0.0033178628      
5.08599963       0.00345316184     
5.08341421       0.00347789424     
5.08083141       0.00335715773     
5.07825123       0.00335220078     
5.07567368       0.00335402854     
5.07309874       0.00329541648     
5.07052641       0.00334675005     
5.06795669       0.00331355592     
5.06538957       0.00334025826     
5.06282506       0.00334270947     
5.06026313       0.0033854802      
5.0577038        0.00336162766     
5.05514706       0.00331664519     
5.0525929        0.00334897087     
5.05004132       0.00330253201     
5.04749231       0.00338529104     
5.04494588       0.00334971781     
5.04240202       0.00334764861     
5.03986072       0.00337547615     
5.03732198       0.00330404924     
5.03478579       0.00338738269     
5.03225216       0.00335495446     
5.02972108       0.00346040001     
5.02719254       0.00337438298     
5.02466654       0.00338942249     
5.02214309       0.00333239106     
5.01962216       0.00349004664     
5.01710376       0.0034082958      
5.01458789       0.00339084691     
5.01207454       0.00340350903     
5.00956371       0.00333323183     
5.0070554        0.00332308761     
5.00454959       0.0033152956      
5.00204629       0.00343603205     
4.9995455        0.0033631817      
4.9970472        0.00335007695     
4.9945514        0.00331656802     
4.99205809       0.00343235663     
4.98956727       0.00336511476     
4.98707893       0.00334476736     
4.98459308       0.00329320971     
4.9821097        0.00334699976     
4.97962879       0.00344837501     
4.97715036       0.00339913084     
4.97467438       0.00330734166     
4.97220088       0.00336151172     
4.96972983       0.00343177346     
4.96726123       0.0034386019      
4.96479509       0.00333759084     
4.96233139       0.00335033486     
4.95987014       0.00343854599     
4.95741133       0.00347040643     
4.95495495       0.00345892869     
4.95250101       0.00342360275     
4.9500495        0.00334399191     
4.94760041       0.00344722889     
4.94515375       0.0033633313      
4.9427095        0.00346002289     
4.94026767       0.00333333374     
4.93782825       0.00345336347     
4.93539124       0.00340492463     
4.93295663       0.00346606978     
4.93052443       0.00333073754     
4.92809462       0.00345672006     
4.9256672        0.00340580243     
4.92324218       0.00337421404     
4.92081954       0.00347487855     
4.91839928       0.00346175954     
4.91598141       0.0034156941      
4.91356591       0.00338653354     
4.91115278       0.00331032525     
4.90874202       0.00349271815     
4.90633363       0.00341602402     
4.9039276        0.00339227759     
4.90152393       0.00334930928     
4.89912261       0.00349608626     
4.89672365       0.00347283586     
4.89432703       0.00335276571     
4.89193276       0.00342309612     
4.88954083       0.00332057471     
4.88715124       0.00350764614     
4.88476398       0.0033591496      
4.88237905       0.00340386263     
4.87999645       0.00329788548     
4.87761618       0.00348007251     
4.87523822       0.00350870792     
4.87286259       0.00341133246     
4.87048926       0.00332944995     
4.86811825       0.00348288252     
4.86574955       0.00351624074     
4.86338315       0.00341655597     
4.86101905       0.00334861982     
4.85865724       0.00348500069     
4.85629774       0.00331997236     
4.85394052       0.00352358885     
4.85158559       0.00341965656     
4.84923294       0.00348677447     
4.84688257       0.00330421955     
4.84453448       0.00353019514     
4.84218867       0.00345886007     
4.83984512       0.00348930081     
4.83750385       0.00332116386     
4.83516484       0.00333993199     
4.83282808       0.00353922943     
4.83049359       0.00334377475     
4.82816135       0.00328102213     
4.82583136       0.00335782462     
4.82350362       0.00354450139     
4.82117812       0.00340101545     
4.81885486       0.00332528099     
4.81653385       0.00331426868     
4.81421506       0.0035495281      
4.81189851       0.00339864153     
4.80958419       0.00331855146     
4.80727209       0.00334415614     
4.80496222       0.00348734001     
4.80265456       0.00355290894     
4.80034912       0.00331174757     
4.79804589       0.00332672919     
4.79574487       0.00348470635     
4.79344605       0.00355741657     
4.79114944       0.00340566693     
4.78885503       0.00346038748     
4.78656281       0.00347025709     
4.78427279       0.00356150827     
4.78198496       0.00332665016     
4.77969931       0.00347486043     
4.77741585       0.00343700849     
4.77513457       0.00333537472     
4.77285547       0.00356495617     
4.77057854       0.00336825065     
4.76830378       0.00343669299     
4.7660312        0.00330974893     
4.76376077       0.00356796986     
4.76149251       0.00342761256     
4.75922641       0.00343385981     
4.75696246       0.00333944651     
4.75470067       0.00357060508     
4.75244103       0.00331460134     
4.75018353       0.00343093135     
4.74792818       0.00342016201     
4.74567496       0.00357249139     
4.74342389       0.00331150975     
4.74117495       0.00342723687     
4.73892814       0.00347618252     
4.73668346       0.00357363407     
4.73444091       0.00342402485     
4.73220047       0.00342751228     
4.72996216       0.00347897218     
4.72772596       0.00357426545     
4.72549188       0.00335579542     
4.72325991       0.0034835617      
4.72103004       0.0033094878      
4.71880228       0.00356524379     
4.71657662       0.00354972286     
4.71435306       0.00348337811     
4.7121316        0.00334676594     
4.70991222       0.00344142242     
4.70769494       0.00357372666     
4.70547975       0.00335997995     
4.70326663       0.00330583897     
4.7010556        0.00355308731     
4.69884665       0.00355969055     
4.69663977       0.00333330431     
4.69443496       0.00342650691     
4.69223222       0.00356927293     
4.69003155       0.00332726365     
4.68783294       0.00342441648     
4.68563639       0.00348371548     
4.6834419        0.00356477081     
4.68124947       0.00341396253     
4.67905908       0.00348156154     
4.67687075       0.00343076439     
4.67468446       0.00356331913     
4.67250021       0.00341891584     
4.67031801       0.00348002225     
4.66813784       0.00337131397     
4.6659597        0.00341462096     
4.6637836        0.00347399651     
4.66160953       0.0034346923      
4.65943748       0.00341503458     
4.65726745       0.00351734554     
4.65509945       0.00343272836     
4.65293346       0.00341142428     
4.65076949       0.00346627596     
4.64860753       0.00354286615     
4.64644758       0.00343794732     
4.64428963       0.00346222338     
4.64213369       0.00355508477     
4.63997975       0.00343480223     
4.63782781       0.00345741324     
4.63567786       0.00330932379     
4.63352991       0.0035624445      
4.63138394       0.00345131131     
4.62923996       0.00337251178     
4.62709797       0.00338365933     
4.62495795       0.00356700544     
4.62281992       0.00338784772     
4.62068386       0.00336508045     
4.61854978       0.00356983728     
4.61641766       0.00335750276     
4.61428751       0.0033690865      
4.61215933       0.00344214152     
4.61003311       0.00357129757     
4.60790885       0.00334233148     
4.60578654       0.00343632287     
4.60366619       0.00333861093     
4.60154779       0.00357190843     
4.59943134       0.0034176519      
4.59731684       0.00341056089     
4.59520428       0.0035717234      
4.59309366       0.00340952754     
4.59098497       0.0034047182      
4.58887823       0.00334663841     
4.58677341       0.00357083506     
4.58467053       0.00340210469     
4.58256957       0.00339618676     
4.58047054       0.00356927853     
4.57837343       0.00339120038     
4.57627824       0.00338937796     
4.57418496       0.00356702268     
4.5720936        0.00340256262     
4.57000415       0.00337326687     
4.56791661       0.00334862508     
4.56583098       0.00356428577     
4.56374725       0.00332538227     
4.56166542       0.0033309881      
4.55958549       0.00356096505     
4.55750746       0.00334750034     
4.55543132       0.00333030031     
4.55335707       0.00355711753     
4.5512847        0.0034056558      
4.54921423       0.00336636108     
4.54714563       0.00337052216     
4.54507892       0.0035528124      
4.54301408       0.00333738389     
4.54095112       0.0032967519      
4.53889004       0.00354793233     
4.53683082       0.00336210483     
4.53477347       0.00338248806     
4.53271798       0.00354271877     
4.53066436       0.00335906576     
4.5286126        0.00334083863     
4.52656269       0.00353693122     
4.52451464       0.00334467989     
4.52246845       0.00336845177     
4.5204241        0.00353072041     
4.5183816        0.00333063764     
4.51634094       0.00333504471     
4.51430213       0.00337535709     
4.51226516       0.00352408029     
4.51023002       0.00329594666     
4.50819672       0.00335126086     
4.50616525       0.00351706817     
4.50413562       0.00332760902     
4.50210781       0.0033159001      
4.50008182       0.00350966596     
4.49805766       0.00333459467     
4.49603531       0.00334985218     
4.49401479       0.00350188161     
4.49199608       0.00333627388     
4.48997918       0.00349377891     
4.4879641        0.0033233786      
4.48595082       0.00335865693     
4.48393934       0.0034852605      
4.48192967       0.00337867832     
4.47992181       0.00332246236     
4.47791573       0.00347650094     
4.47591146       0.00332058866     
4.47390898       0.00334621691     
4.47190829       0.00346734777     
4.46990938       0.00334900528     
4.46791227       0.00335127524     
4.46591693       0.00345805679     
4.46392338       0.00335415957     
4.46193161       0.00339240838     
4.45994162       0.0034462943      
4.45795339       0.00336365502     
4.45596694       0.0034382013      
4.45398227       0.00336882507     
4.45199935       0.0033444729      
4.4500182        0.00342915354     
4.44803882       0.00332935567     
4.44606119       0.00341751063     
4.44408533       0.00336718812     
4.44211121       0.00336597508     
4.44013886       0.0034144545      
4.43816825       0.00338765924     
4.43619939       0.00336963177     
4.43423227       0.00341195187     
4.4322669        0.00335154449     
4.43030327       0.00339997558     
4.42834138       0.00336715575     
4.42638123       0.00339030021     
4.42442281       0.0033733781      
4.42246613       0.00339286517     
4.42051117       0.00335484674     
4.41855794       0.0033917519      
4.41660644       0.00334902102     
4.41465666       0.00339403255     
4.4127086        0.00335534917     
4.41076226       0.00339658035     
4.40881764       0.0033952638      
4.40687472       0.0033302303      
4.40493353       0.0033948684      
4.40299404       0.00332567388     
4.40105625       0.00339690258     
4.39912018       0.00335992591     
4.3971858        0.00339486079     
4.39525313       0.00339628203     
4.39332215       0.0033793653      
4.39139287       0.00339999911     
4.38946528       0.00334371432     
4.38753939       0.00340290585     
4.38561518       0.00338571797     
4.38369266       0.00335649731     
4.38177183       0.00338804141     
4.37985268       0.00335117652     
4.37793521       0.00336595525     
4.37601941       0.00336238352     
4.3741053        0.00337421324     
4.37219285       0.00339097173     
4.37028208       0.00335657782     
4.36837298       0.00339787515     
4.36646554       0.00339614844     
4.36455977       0.00340135082     
4.36265567       0.00338250889     
4.36075322       0.00340017317     
4.35885243       0.00340979549     
4.3569533        0.00337588327     
4.35505582       0.00341392573     
4.35316          0.00340437193     
4.35126582       0.00341795255     
4.34937329       0.00341535958     
4.34748241       0.00342486949     
4.34559317       0.00340253976     
4.34370558       0.00343027794     
4.34181962       0.00339465628     
4.3399353        0.00340676469     
4.33805261       0.00342713091     
4.33617155       0.00341539613     
4.33429213       0.00343570283     
4.33241434       0.00340679397     
4.33053817       0.00344042119     
4.32866362       0.0034079705      
4.3267907        0.00344560245     
4.3249194        0.00341104612     
4.32304972       0.00345007251     
4.32118165       0.00341230188     
4.31931519       0.0034548943      
4.31745035       0.00341296587     
4.31558712       0.00345930746     
4.31372549       0.00341441463     
4.31186547       0.00346337704     
4.31000705       0.00341478994     
4.30815024       0.00346942389     
4.30629502       0.00341605899     
4.3044414        0.00347069717     
4.30258938       0.00341786139     
4.30073895       0.00347333702     
4.2988901        0.00341411571     
4.29704285       0.00347599547     
4.29519719       0.00342619858     
4.29335311       0.00347802223     
4.29151061       0.00347995862     
4.2896697        0.00340881095     
4.28783036       0.0034816242      
4.2859926        0.0034014002      
4.28415641       0.00348184185     
4.2823218        0.00339446811     
4.28048875       0.0034824081      
4.27865728       0.00348154948     
4.27682737       0.00338867469     
4.27499903       0.00348070417     
4.27317225       0.00341067466     
4.27134703       0.00347930282     
4.26952337       0.00341925768     
4.26770126       0.00347803332     
4.26588071       0.00347281005     
4.26406171       0.00342622616     
4.26224427       0.00346723015     
4.26042837       0.00346154724     
4.25861401       0.00341616555     
4.25680121       0.00342803143     
4.25498994       0.00342646188     
4.25318022       0.00345410988     
4.25137203       0.0034138736      
4.24956539       0.00346435542     
4.24776027       0.00346943809     
4.24595669       0.0034231426      
4.24415464       0.00347493218     
4.24235412       0.00347729403     
4.24055513       0.00341567298     
4.23875766       0.00347975333     
4.23696171       0.00348078133     
4.23516729       0.003480755       
4.23337438       0.00340135139     
4.231583         0.00348063227     
4.22979312       0.00347980014     
4.22800477       0.00347815462     
4.22621792       0.00347629835     
4.22443258       0.00339975491     
4.22264875       0.00347377313     
4.22086643       0.00347154812     
4.21908561       0.00346780804     
4.21730629       0.00346428428     
4.21552847       0.00346057247     
4.21375215       0.00345690226     
4.21197733       0.00339820128     
4.210204         0.00345225735     
4.20843217       0.00345011633     
4.20666182       0.00344170315     
4.20489297       0.00344240923     
4.2031256        0.00343768321     
4.20135971       0.00343270026     
4.19959531       0.00343576944     
4.19783239       0.00343170972     
4.19607095       0.00340475861     
4.19431099       0.00338755661     
4.1925525        0.00338273905     
4.19079549       0.00338854373     
4.18903995       0.00337008909     
4.18728588       0.00336261467     
4.18553327       0.00336304127     
4.18378214       0.00336381603     
4.18203247       0.00337065679     
4.18028426       0.00336976674     
4.17853751       0.00334208084     
4.17679222       0.00336582612     
4.17504839       0.00336679041     
4.17330602       0.00335490575     
4.1715651        0.00332632703     
4.16982563       0.00334260738     
4.16808761       0.00334689002     
4.16635103       0.00335695272     
4.16461591       0.0033575964      
4.16288223       0.00339218646     
4.16114999       0.00334279655     
4.15941919       0.0033578886      
4.15768984       0.00337940606     
4.15596192       0.00334477915     
4.15423543       0.0033713195      
4.15251038       0.00337163914     
4.15078676       0.00335339819     
4.14906457       0.003369062       
4.14734381       0.00336283746     
4.14562448       0.00334751509     
4.14390657       0.00336207837     
4.14219009       0.00336783606     
4.14047503       0.00336708622     
4.13876138       0.00339099815     
4.13704916       0.00334808324     
4.13533835       0.00335490163     
4.13362895       0.00336176568     
4.13192097       0.00336870971     
4.1302144        0.00337705027     
4.12850923       0.00337170671     
4.12680548       0.00336686558     
4.12510313       0.00334291429     
4.12340218       0.00336740255     
4.12170264       0.00336030038     
4.12000449       0.00337588601     
4.11830775       0.00337489503     
4.1166124        0.00338379946     
4.11491845       0.00337541034     
4.11322589       0.00338089564     
4.11153472       0.0033725112      
4.10984495       0.00333870819     
4.10815656       0.00336758256     
4.10646956       0.0033506172      
4.10478394       0.00337937801     
4.10309971       0.00337299332     
4.10141685       0.00341553962     
4.09973538       0.00339724861     
4.09805529       0.00336903439     
4.09637657       0.00338056139     
4.09469923       0.00334149358     
4.09302326       0.0033857928      
4.09134866       0.00335334545     
4.08967543       0.00338408294     
4.08800357       0.00337655205     
4.08633307       0.00336681323     
4.08466394       0.00337174842     
4.08299618       0.00338295091     
4.08132977       0.00339328729     
4.07966473       0.00337591734     
4.07800104       0.00337344774     
4.07633871       0.00338392292     
4.07467773       0.00339636898     
4.07301811       0.00336088568     
4.07135983       0.00339274137     
4.06970291       0.00339949159     
4.06804734       0.00333724864     
4.06639311       0.00338177236     
4.06474023       0.00339381135     
4.06308869       0.00337093165     
4.06143849       0.0033821256      
4.05978963       0.00337842055     
4.05814211       0.00334248443     
4.05649593       0.00335385638     
4.05485108       0.00338517231     
4.05320756       0.00335122954     
4.05156538       0.00335964873     
4.04992452       0.00339056219     
4.048285         0.00341690315     
4.0466468        0.00340457884     
4.04500993       0.00339137633     
4.04337438       0.00340736905     
4.04174015       0.00337944171     
4.04010725       0.00338566729     
4.03847566       0.00339648472     
4.03684539       0.00338861189     
4.03521643       0.00338598456     
4.03358879       0.00337288236     
4.03196247       0.003374422       
4.03033745       0.00333751346     
4.02871374       0.00338580261     
4.02709134       0.0033881833      
4.02547025       0.00336403242     
4.02385046       0.00339276259     
4.02223197       0.00339779209     
4.02061479       0.00337712631     
4.0189989        0.00340186447     
4.01738432       0.00336997679     
4.01577103       0.00338715205     
4.01415903       0.00338742484     
4.01254833       0.00336680417     
4.01093892       0.00335504653     
4.00933081       0.00340767136     
4.00772398       0.0033900047      
4.00611844       0.00335544865     
4.00451418       0.0033674873      
4.00291121       0.00338031205     
4.00130952       0.00335426836     
3.99970911       0.00340651214     
3.99810998       0.00339743972     
3.99651213       0.00340077014     
3.99491556       0.00339115892     
3.99332026       0.00337631275     
3.99172624       0.00338956461     
3.99013349       0.0033777925      
3.98854201       0.00334546412     
3.98695179       0.00339820613     
3.98536285       0.00338499918     
3.98377517       0.00335914171     
3.98218876       0.00338401868     
3.9806036        0.00339560422     
3.97901971       0.00337618643     
3.97743708       0.00338449145     
3.97585571       0.00339678297     
3.9742756        0.00339936977     
3.97269674       0.00336408303     
3.97111913       0.0033797094      
3.96954278       0.0033828738      
3.96796768       0.00336843641     
3.96639383       0.00338691912     
3.96482122       0.00337571896     
3.96324986       0.00337489967     
3.96167975       0.00336031533     
3.96011088       0.00338954197     
3.95854326       0.00337999329     
3.95697687       0.00339339813     
3.95541172       0.00338840917     
3.95384781       0.00339522795     
3.95228514       0.00339824848     
3.9507237        0.00337454656     
3.9491635        0.00337309564     
3.94760452       0.00337036617     
3.94604678       0.00339075347     
3.94449026       0.00335296848     
3.94293498       0.00338623135     
3.94138092       0.00338309735     
3.93982808       0.00339611418     
3.93827647       0.00339333218     
3.93672608       0.00335219461     
3.9351769        0.00339439959     
3.93362895       0.00336386254     
3.93208222       0.00337944995     
3.9305367        0.00337772275     
3.92899239       0.00340113598     
3.9274493        0.00338777525     
3.92590742       0.00338620574     
3.92436675       0.00336259683     
3.92282729       0.00337590645     
3.92128903       0.00338478904     
3.91975199       0.00336902321     
3.91821614       0.00338512452     
3.9166815        0.00338120756     
3.91514806       0.00337719931     
3.91361583       0.00336981279     
3.91208479       0.00337084658     
3.91055494       0.00339404188     
3.9090263        0.00336816459     
3.90749885       0.00337742665     
3.90597259       0.00338411585     
3.90444752       0.0033726106      
3.90292364       0.00339177485     
3.90140096       0.00337629849     
3.89987946       0.00338739964     
3.89835915       0.00337319992     
3.89684002       0.00338135514     
3.89532207       0.00336938948     
3.89380531       0.00338474681     
3.89228973       0.0033813216      
3.89077533       0.00339242915     
3.8892621        0.00338291522     
3.88775005       0.00335696174     
3.88623918       0.00338418818     
3.88472948       0.00338079629     
3.88322096       0.00338792687     
3.8817136        0.00338644065     
3.88020741       0.00337856174     
3.8787024        0.00337569393     
3.87719855       0.00338895999     
3.87569586       0.00336878643     
3.87419434       0.00339705827     
3.87269399       0.00338987633     
3.87119479       0.00337590138     
3.86969676       0.00338307498     
3.86819988       0.00339692415     
3.86670416       0.00337684741     
3.8652096        0.00336208701     
3.86371619       0.00338872557     
3.86222394       0.00337630503     
3.86073284       0.00336159355     
3.85924289       0.00338447765     
3.85775409       0.00336698189     
3.85626643       0.00337524714     
3.85477993       0.00336897255     
3.85329457       0.00336009543     
3.85181035       0.00338399095     
3.85032728       0.00337625424     
3.84884535       0.00337884491     
3.84736456       0.00338734502     
3.8458849        0.00337957547     
3.84440639       0.00339251332     
3.84292901       0.00339289185     
3.84145277       0.00337436781     
3.83997766       0.00338440505     
3.83850368       0.00337225027     
3.83703084       0.00337400166     
3.83555912       0.00338276335     
3.83408853       0.00337379995     
3.83261907       0.00337357136     
3.83115074       0.00336586786     
3.82968353       0.00334395758     
3.82821744       0.00337870731     
3.82675248       0.00332791291     
3.82528864       0.00337643915     
3.82382591       0.00338125614     
3.82236431       0.00338488826     
3.82090382       0.00336277801     
3.81944444       0.00338141037     
3.81798619       0.00338112718     
3.81652904       0.0033657403      
3.81507301       0.00333748944     
3.81361808       0.00338898045     
3.81216427       0.00337700469     
3.81071156       0.00336136794     
3.80925996       0.00337362689     
3.80780947       0.00338023046     
3.80636008       0.00336122042     
3.8049118        0.00338203966     
3.80346461       0.00338370605     
3.80201853       0.00337185003     
3.80057354       0.00337909077     
3.79912965       0.00334931739     
3.79768686       0.00338083609     
3.79624517       0.00337544017     
3.79480457       0.00338278069     
3.79336506       0.00335634941     
3.79192664       0.00338370781     
3.79048932       0.00338246061     
3.78905308       0.00338205758     
3.78761793       0.00337443813     
3.78618387       0.00338756237     
3.78475089       0.00339101148     
3.783319         0.00337520888     
3.78188819       0.00337659808     
3.78045847       0.00336500154     
3.77902982       0.00337655562     
3.77760225       0.00337465745     
3.77617576       0.00335708147     
3.77475035       0.00339249498     
3.77332602       0.0033781095      
3.77190275       0.00336717873     
3.77048056       0.00338474872     
3.76905945       0.00337131871     
3.7676394        0.003371225       
3.76622043       0.00338463084     
3.76480252       0.00338418785     
3.76338568       0.00337045909     
3.7619699        0.00337056636     
3.76055519       0.00336873682     
3.75914155       0.0033745733      
3.75772897       0.00333950457     
3.75631744       0.00335717898     
3.75490698       0.00338840509     
3.75349758       0.00337053435     
3.75208923       0.0033820613      
3.75068194       0.00338297517     
3.74927571       0.0033791068      
3.74787053       0.00337353958     
3.7464664        0.00337915962     
3.74506333       0.00338265349     
3.7436613        0.00337000964     
3.74226033       0.00338070828     
3.7408604        0.00336933577     
3.73946152       0.00336789551     
3.73806368       0.00338377814     
3.73666689       0.00338331924     
3.73527115       0.00336407687     
3.73387644       0.00339270729     
3.73248278       0.00335907189     
3.73109016       0.00338576521     
3.72969857       0.0033829734      
3.72830803       0.00338597342     
3.72691852       0.00338482363     
3.72553004       0.00337717417     
3.7241426        0.00337629826     
3.72275619       0.00336230209     
3.72137082       0.00336113745     
3.71998647       0.00335795805     
3.71860316       0.00336802777     
3.71722087       0.0033743915      
3.71583961       0.00338960689     
3.71445938       0.00337266132     
3.71308017       0.00338589624     
3.71170198       0.00337513887     
3.71032482       0.00337722763     
3.70894868       0.00339292445     
3.70757356       0.00338764803     
3.70619946       0.00338174197     
3.70482638       0.00336740386     
3.70345431       0.00335713268     
3.70208326       0.00335937031     
3.70071323       0.00337681798     
3.69934421       0.00337308549     
3.6979762        0.00337688437     
3.6966092        0.00338218076     
3.69524321       0.00336902738     
3.69387824       0.00336648374     
3.69251427       0.0033774755      
3.6911513        0.00337570756     
3.68978935       0.00336547019     
3.68842839       0.00339199062     
3.68706845       0.00339518819     
3.6857095        0.00337425418     
3.68435155       0.00337072918     
3.68299461       0.00338158532     
3.68163866       0.00337253673     
3.68028372       0.0033789476      
3.67892977       0.00338790377     
3.67757681       0.00336363747     
3.67622485       0.00339132692     
3.67487389       0.0033826196      
3.67352391       0.00339334071     
3.67217493       0.00337707505     
3.67082694       0.00337983551     
3.66947993       0.00337811885     
3.66813392       0.00340000834     
3.66678889       0.00339102182     
3.66544485       0.00338201459     
3.6641018        0.0033774019      
3.66275972       0.00336907833     
3.66141863       0.00337506801     
3.66007853       0.00335924353     
3.6587394        0.00337246541     
3.65740125       0.00337978801     
3.65606408       0.00336761792     
3.65472789       0.00337410254     
3.65339267       0.00337417256     
3.65205843       0.00337304137     
3.65072517       0.00338569979     
3.64939287       0.00336583433     
3.64806155       0.00339793317     
3.6467312        0.00339296802     
3.64540182       0.00339035646     
3.64407341       0.00337284546     
3.64274597       0.00336467795     
3.64141949       0.00338070934     
3.64009398       0.00337986399     
3.63876943       0.00336437889     
3.63744585       0.00338207071     
3.63612323       0.00338133539     
3.63480157       0.00338012283     
3.63348087       0.0033668268      
3.63216114       0.00337851098     
3.63084236       0.00337557401     
3.62952453       0.00335859463     
3.62820767       0.00339410026     
3.62689175       0.00339302632     
3.6255768        0.00339298537     
3.62426279       0.00337398968     
3.62294974       0.00337485178     
3.62163764       0.00337968075     
3.62032649       0.00338674843     
3.61901629       0.00337514931     
3.61770703       0.00337796476     
3.61639872       0.00336912925     
3.61509136       0.00336897843     
3.61378495       0.00338469457     
3.61247947       0.00338956352     
3.61117495       0.00338003185     
3.60987136       0.00337878124     
3.60856871       0.00339476789     
3.607267         0.00339735457     
3.60596624       0.00338335019     
3.6046664        0.00339064353     
3.60336751       0.00337164203     
3.60206955       0.00337283239     
3.60077253       0.00338706651     
3.59947644       0.00338297757     
3.59818128       0.00337340624     
3.59688706       0.00338509018     
3.59559376       0.00338320512     
3.5943014        0.00339348315     
3.59300996       0.00338410015     
3.59171945       0.00339077496     
3.59042987       0.00338742649     
3.58914122       0.00338381398     
3.58785349       0.00339492542     
3.58656668       0.00339219726     
3.58528079       0.00339857827     
3.58399583       0.00338724333     
3.58271179       0.00338116056     
3.58142866       0.00339968826     
3.58014646       0.00338625002     
3.57886517       0.00338485899     
3.57758481       0.0033838047      
3.57630535       0.00337890818     
3.57502681       0.00338019916     
3.57374919       0.00338547054     
3.57247248       0.00339085825     
3.57119668       0.0033898038      
3.56992179       0.00338609928     
3.56864781       0.00336488491     
3.56737474       0.00339574844     
3.56610257       0.00339046972     
3.56483132       0.00339340667     
3.56356097       0.00337807392     
3.56229152       0.0033750403      
3.56102298       0.00337549832     
3.55975535       0.00339234919     
3.55848861       0.00338773363     
3.55722278       0.00338220353     
3.55595785       0.00338602767     
3.55469381       0.00339080062     
3.55343068       0.00339594801     
3.55216844       0.00338501294     
3.5509071        0.00337705805     
