# Demo Filter 25
# Wavelenght (um)   Transmission
  1.59000000        0.00
  1.59028039        0.00
  1.59056083        0.00
  1.59084132        0.00
  1.59112186        0.00
  1.59140245        0.00
  1.59168309        0.00
  1.59196378        0.00
  1.59224452        0.00
  1.59252530        0.00
  1.59280614        0.00
  1.59308703        0.00
  1.59336796        0.00
  1.59364895        0.00
  1.59392998        0.00
  1.59421107        0.00
  1.59449220        0.00
  1.59477339        0.00
  1.59505462        1.00
  1.59533590        1.00
  1.59561724        1.00
  1.59589862        1.00
  1.59618005        1.00
  1.59646153        1.00
  1.59674306        1.00
  1.59702464        1.00
  1.59730627        1.00
  1.59758795        1.00
  1.59786968        1.00
  1.59815146        1.00
  1.59843329        1.00
  1.59871517        1.00
  1.59899710        1.00
  1.59927908        1.00
  1.59956110        1.00
  1.59984318        1.00
  1.60012531        1.00
  1.60040749        1.00
  1.60068971        1.00
  1.60097199        1.00
  1.60125432        1.00
  1.60153669        1.00
  1.60181912        1.00
  1.60210159        1.00
  1.60238412        1.00
  1.60266670        1.00
  1.60294932        1.00
  1.60323200        1.00
  1.60351472        1.00
  1.60379750        1.00
  1.60408032        1.00
  1.60436319        1.00
  1.60464612        1.00
  1.60492909        1.00
  1.60521212        1.00
  1.60549519        1.00
  1.60577832        1.00
  1.60606149        1.00
  1.60634471        1.00
  1.60662799        1.00
  1.60691131        1.00
  1.60719469        1.00
  1.60747811        1.00
  1.60776158        1.00
  1.60804511        1.00
  1.60832868        1.00
  1.60861230        1.00
  1.60889598        1.00
  1.60917970        1.00
  1.60946348        1.00
  1.60974730        1.00
  1.61003117        1.00
  1.61031510        1.00
  1.61059907        1.00
  1.61088310        1.00
  1.61116717        1.00
  1.61145129        1.00
  1.61173547        1.00
  1.61201969        1.00
  1.61230397        1.00
  1.61258829        1.00
  1.61287267        1.00
  1.61315709        0.00
  1.61344157        0.00
  1.61372609        0.00
  1.61401067        0.00
  1.61429529        0.00
  1.61457997        0.00
  1.61486470        0.00
  1.61514947        0.00
  1.61543430        0.00
  1.61571918        0.00
  1.61600410        0.00
  1.61628908        0.00
  1.61657411        0.00
  1.61685919        0.00
  1.61714431        0.00
  1.61742949        0.00
  1.61771472        0.00
  1.61800000        0.00
