# Demo Filter 28
# Wavelenght (um)   Transmission
  1.64700000        0.00
  1.64728047        0.00
  1.64756100        0.00
  1.64784157        0.00
  1.64812219        0.00
  1.64840285        0.00
  1.64868357        0.00
  1.64896433        0.00
  1.64924514        0.00
  1.64952599        0.00
  1.64980690        0.00
  1.65008785        0.00
  1.65036885        0.00
  1.65064990        0.00
  1.65093100        0.00
  1.65121214        0.00
  1.65149334        0.00
  1.65177458        0.00
  1.65205586        1.00
  1.65233720        1.00
  1.65261858        1.00
  1.65290001        1.00
  1.65318149        1.00
  1.65346302        1.00
  1.65374460        1.00
  1.65402622        1.00
  1.65430789        1.00
  1.65458961        1.00
  1.65487138        1.00
  1.65515319        1.00
  1.65543506        1.00
  1.65571697        1.00
  1.65599893        1.00
  1.65628094        1.00
  1.65656299        1.00
  1.65684510        1.00
  1.65712725        1.00
  1.65740945        1.00
  1.65769169        1.00
  1.65797399        1.00
  1.65825633        1.00
  1.65853873        1.00
  1.65882117        1.00
  1.65910365        1.00
  1.65938619        1.00
  1.65966877        1.00
  1.65995141        1.00
  1.66023409        1.00
  1.66051682        1.00
  1.66079959        1.00
  1.66108242        1.00
  1.66136529        1.00
  1.66164821        1.00
  1.66193118        1.00
  1.66221420        1.00
  1.66249726        1.00
  1.66278038        1.00
  1.66306354        1.00
  1.66334675        1.00
  1.66363001        1.00
  1.66391332        1.00
  1.66419667        1.00
  1.66448008        1.00
  1.66476353        1.00
  1.66504703        1.00
  1.66533058        1.00
  1.66561417        1.00
  1.66589782        1.00
  1.66618151        1.00
  1.66646525        1.00
  1.66674904        1.00
  1.66703288        1.00
  1.66731677        1.00
  1.66760070        1.00
  1.66788468        1.00
  1.66816871        1.00
  1.66845279        1.00
  1.66873692        1.00
  1.66902110        1.00
  1.66930532        1.00
  1.66958960        1.00
  1.66987392        1.00
  1.67015829        0.00
  1.67044271        0.00
  1.67072718        0.00
  1.67101169        0.00
  1.67129626        0.00
  1.67158087        0.00
  1.67186553        0.00
  1.67215024        0.00
  1.67243500        0.00
  1.67271980        0.00
  1.67300466        0.00
  1.67328956        0.00
  1.67357451        0.00
  1.67385951        0.00
  1.67414456        0.00
  1.67442966        0.00
  1.67471481        0.00
  1.67500000        0.00
