# Demo Filter  9
# Wavelenght (um)   Transmission
  1.28900000        0.00
  1.28927983        0.00
  1.28955972        0.00
  1.28983967        0.00
  1.29011969        0.00
  1.29039976        0.00
  1.29067990        0.00
  1.29096009        0.00
  1.29124035        0.00
  1.29152066        0.00
  1.29180104        0.00
  1.29208148        0.00
  1.29236198        0.00
  1.29264254        0.00
  1.29292316        0.00
  1.29320384        0.00
  1.29348459        0.00
  1.29376539        0.00
  1.29404626        1.00
  1.29432718        1.00
  1.29460817        1.00
  1.29488922        1.00
  1.29517033        1.00
  1.29545150        1.00
  1.29573273        1.00
  1.29601402        1.00
  1.29629537        1.00
  1.29657679        1.00
  1.29685826        1.00
  1.29713980        1.00
  1.29742140        1.00
  1.29770306        1.00
  1.29798478        1.00
  1.29826656        1.00
  1.29854840        1.00
  1.29883030        1.00
  1.29911227        1.00
  1.29939429        1.00
  1.29967638        1.00
  1.29995853        1.00
  1.30024074        1.00
  1.30052301        1.00
  1.30080534        1.00
  1.30108773        1.00
  1.30137019        1.00
  1.30165271        1.00
  1.30193528        1.00
  1.30221792        1.00
  1.30250062        1.00
  1.30278338        1.00
  1.30306621        1.00
  1.30334909        1.00
  1.30363204        1.00
  1.30391504        1.00
  1.30419811        1.00
  1.30448124        1.00
  1.30476443        1.00
  1.30504769        1.00
  1.30533100        1.00
  1.30561438        1.00
  1.30589781        1.00
  1.30618131        1.00
  1.30646487        1.00
  1.30674849        1.00
  1.30703218        1.00
  1.30731592        1.00
  1.30759973        1.00
  1.30788360        1.00
  1.30816753        1.00
  1.30845152        1.00
  1.30873557        1.00
  1.30901969        1.00
  1.30930387        1.00
  1.30958810        1.00
  1.30987240        1.00
  1.31015677        1.00
  1.31044119        1.00
  1.31072567        1.00
  1.31101022        1.00
  1.31129483        1.00
  1.31157950        1.00
  1.31186423        1.00
  1.31214903        0.00
  1.31243388        0.00
  1.31271880        0.00
  1.31300378        0.00
  1.31328882        0.00
  1.31357393        0.00
  1.31385909        0.00
  1.31414432        0.00
  1.31442961        0.00
  1.31471496        0.00
  1.31500037        0.00
  1.31528585        0.00
  1.31557138        0.00
  1.31585698        0.00
  1.31614264        0.00
  1.31642837        0.00
  1.31671415        0.00
  1.31700000        0.00
