# Demo Filter 27
# Wavelenght (um)   Transmission
  1.62800000        0.00
  1.62828045        0.00
  1.62856094        0.00
  1.62884149        0.00
  1.62912208        0.00
  1.62940272        0.00
  1.62968341        0.00
  1.62996415        0.00
  1.63024494        0.00
  1.63052577        0.00
  1.63080665        0.00
  1.63108758        0.00
  1.63136856        0.00
  1.63164959        0.00
  1.63193067        0.00
  1.63221179        0.00
  1.63249297        0.00
  1.63277419        0.00
  1.63305546        1.00
  1.63333678        1.00
  1.63361814        1.00
  1.63389956        1.00
  1.63418102        1.00
  1.63446254        1.00
  1.63474410        1.00
  1.63502571        1.00
  1.63530737        1.00
  1.63558907        1.00
  1.63587083        1.00
  1.63615263        1.00
  1.63643448        1.00
  1.63671638        1.00
  1.63699833        1.00
  1.63728033        1.00
  1.63756238        1.00
  1.63784447        1.00
  1.63812662        1.00
  1.63840881        1.00
  1.63869105        1.00
  1.63897334        1.00
  1.63925568        1.00
  1.63953806        1.00
  1.63982050        1.00
  1.64010298        1.00
  1.64038552        1.00
  1.64066810        1.00
  1.64095073        1.00
  1.64123341        1.00
  1.64151613        1.00
  1.64179891        1.00
  1.64208173        1.00
  1.64236461        1.00
  1.64264753        1.00
  1.64293050        1.00
  1.64321352        1.00
  1.64349659        1.00
  1.64377971        1.00
  1.64406287        1.00
  1.64434609        1.00
  1.64462935        1.00
  1.64491266        1.00
  1.64519602        1.00
  1.64547944        1.00
  1.64576289        1.00
  1.64604640        1.00
  1.64632996        1.00
  1.64661356        1.00
  1.64689722        1.00
  1.64718092        1.00
  1.64746467        1.00
  1.64774847        1.00
  1.64803232        1.00
  1.64831622        1.00
  1.64860017        1.00
  1.64888417        1.00
  1.64916821        1.00
  1.64945231        1.00
  1.64973645        1.00
  1.65002064        1.00
  1.65030488        1.00
  1.65058917        1.00
  1.65087351        1.00
  1.65115790        0.00
  1.65144234        0.00
  1.65172682        0.00
  1.65201136        0.00
  1.65229594        0.00
  1.65258058        0.00
  1.65286526        0.00
  1.65314999        0.00
  1.65343477        0.00
  1.65371960        0.00
  1.65400448        0.00
  1.65428940        0.00
  1.65457438        0.00
  1.65485941        0.00
  1.65514448        0.00
  1.65542960        0.00
  1.65571478        0.00
  1.65600000        0.00
