# Demo Filter 24
# Wavelenght (um)   Transmission
  1.57200000        0.00
  1.57228036        0.00
  1.57256078        0.00
  1.57284124        0.00
  1.57312176        0.00
  1.57340232        0.00
  1.57368293        0.00
  1.57396360        0.00
  1.57424431        0.00
  1.57452508        0.00
  1.57480589        0.00
  1.57508676        0.00
  1.57536767        0.00
  1.57564863        0.00
  1.57592965        0.00
  1.57621071        0.00
  1.57649183        0.00
  1.57677299        0.00
  1.57705421        1.00
  1.57733547        1.00
  1.57761679        1.00
  1.57789816        1.00
  1.57817957        1.00
  1.57846104        1.00
  1.57874255        1.00
  1.57902412        1.00
  1.57930574        1.00
  1.57958740        1.00
  1.57986912        1.00
  1.58015089        1.00
  1.58043271        1.00
  1.58071457        1.00
  1.58099649        1.00
  1.58127846        1.00
  1.58156048        1.00
  1.58184255        1.00
  1.58212467        1.00
  1.58240684        1.00
  1.58268906        1.00
  1.58297133        1.00
  1.58325365        1.00
  1.58353602        1.00
  1.58381844        1.00
  1.58410091        1.00
  1.58438344        1.00
  1.58466601        1.00
  1.58494863        1.00
  1.58523130        1.00
  1.58551403        1.00
  1.58579680        1.00
  1.58607963        1.00
  1.58636250        1.00
  1.58664543        1.00
  1.58692840        1.00
  1.58721143        1.00
  1.58749451        1.00
  1.58777763        1.00
  1.58806081        1.00
  1.58834404        1.00
  1.58862732        1.00
  1.58891065        1.00
  1.58919403        1.00
  1.58947746        1.00
  1.58976094        1.00
  1.59004447        1.00
  1.59032805        1.00
  1.59061169        1.00
  1.59089537        1.00
  1.59117910        1.00
  1.59146289        1.00
  1.59174672        1.00
  1.59203061        1.00
  1.59231455        1.00
  1.59259853        1.00
  1.59288257        1.00
  1.59316666        1.00
  1.59345080        1.00
  1.59373499        1.00
  1.59401923        1.00
  1.59430352        1.00
  1.59458786        1.00
  1.59487225        1.00
  1.59515670        0.00
  1.59544119        0.00
  1.59572574        0.00
  1.59601033        0.00
  1.59629498        0.00
  1.59657967        0.00
  1.59686442        0.00
  1.59714922        0.00
  1.59743407        0.00
  1.59771897        0.00
  1.59800392        0.00
  1.59828892        0.00
  1.59857397        0.00
  1.59885908        0.00
  1.59914423        0.00
  1.59942944        0.00
  1.59971469        0.00
  1.60000000        0.00
