# Demo Filter 12
# Wavelenght (um)   Transmission
  1.34600000        0.00
  1.34627996        0.00
  1.34655997        0.00
  1.34684004        0.00
  1.34712017        0.00
  1.34740036        0.00
  1.34768061        0.00
  1.34796091        0.00
  1.34824128        0.00
  1.34852170        0.00
  1.34880218        0.00
  1.34908272        0.00
  1.34936332        0.00
  1.34964397        0.00
  1.34992468        0.00
  1.35020546        0.00
  1.35048629        0.00
  1.35076718        0.00
  1.35104812        1.00
  1.35132913        1.00
  1.35161019        1.00
  1.35189132        1.00
  1.35217250        1.00
  1.35245374        1.00
  1.35273504        1.00
  1.35301639        1.00
  1.35329781        1.00
  1.35357928        1.00
  1.35386081        1.00
  1.35414240        1.00
  1.35442405        1.00
  1.35470576        1.00
  1.35498753        1.00
  1.35526935        1.00
  1.35555124        1.00
  1.35583318        1.00
  1.35611518        1.00
  1.35639724        1.00
  1.35667936        1.00
  1.35696153        1.00
  1.35724377        1.00
  1.35752606        1.00
  1.35780842        1.00
  1.35809083        1.00
  1.35837330        1.00
  1.35865583        1.00
  1.35893842        1.00
  1.35922106        1.00
  1.35950377        1.00
  1.35978653        1.00
  1.36006936        1.00
  1.36035224        1.00
  1.36063518        1.00
  1.36091818        1.00
  1.36120124        1.00
  1.36148436        1.00
  1.36176753        1.00
  1.36205077        1.00
  1.36233406        1.00
  1.36261742        1.00
  1.36290083        1.00
  1.36318430        1.00
  1.36346783        1.00
  1.36375142        1.00
  1.36403507        1.00
  1.36431877        1.00
  1.36460254        1.00
  1.36488636        1.00
  1.36517025        1.00
  1.36545419        1.00
  1.36573819        1.00
  1.36602225        1.00
  1.36630637        1.00
  1.36659055        1.00
  1.36687479        1.00
  1.36715909        1.00
  1.36744345        1.00
  1.36772786        1.00
  1.36801234        1.00
  1.36829687        1.00
  1.36858147        1.00
  1.36886612        1.00
  1.36915083        0.00
  1.36943560        0.00
  1.36972043        0.00
  1.37000532        0.00
  1.37029027        0.00
  1.37057528        0.00
  1.37086034        0.00
  1.37114547        0.00
  1.37143066        0.00
  1.37171590        0.00
  1.37200121        0.00
  1.37228657        0.00
  1.37257199        0.00
  1.37285748        0.00
  1.37314302        0.00
  1.37342862        0.00
  1.37371428        0.00
  1.37400000        0.00
