# Demo Filter 20
# Wavelenght (um)   Transmission
  1.49600000        0.00
  1.49628024        0.00
  1.49656053        0.00
  1.49684088        0.00
  1.49712128        0.00
  1.49740173        0.00
  1.49768223        0.00
  1.49796278        0.00
  1.49824339        0.00
  1.49852405        0.00
  1.49880477        0.00
  1.49908553        0.00
  1.49936635        0.00
  1.49964722        0.00
  1.49992815        0.00
  1.50020912        0.00
  1.50049015        0.00
  1.50077123        0.00
  1.50105237        1.00
  1.50133355        1.00
  1.50161479        1.00
  1.50189608        1.00
  1.50217743        1.00
  1.50245883        1.00
  1.50274028        1.00
  1.50302178        1.00
  1.50330333        1.00
  1.50358494        1.00
  1.50386660        1.00
  1.50414832        1.00
  1.50443009        1.00
  1.50471190        1.00
  1.50499378        1.00
  1.50527570        1.00
  1.50555768        1.00
  1.50583971        1.00
  1.50612179        1.00
  1.50640393        1.00
  1.50668612        1.00
  1.50696836        1.00
  1.50725066        1.00
  1.50753300        1.00
  1.50781541        1.00
  1.50809786        1.00
  1.50838037        1.00
  1.50866293        1.00
  1.50894554        1.00
  1.50922820        1.00
  1.50951092        1.00
  1.50979369        1.00
  1.51007652        1.00
  1.51035939        1.00
  1.51064232        1.00
  1.51092531        1.00
  1.51120834        1.00
  1.51149143        1.00
  1.51177458        1.00
  1.51205777        1.00
  1.51234102        1.00
  1.51262432        1.00
  1.51290767        1.00
  1.51319108        1.00
  1.51347454        1.00
  1.51375806        1.00
  1.51404162        1.00
  1.51432524        1.00
  1.51460892        1.00
  1.51489264        1.00
  1.51517642        1.00
  1.51546025        1.00
  1.51574414        1.00
  1.51602808        1.00
  1.51631207        1.00
  1.51659612        1.00
  1.51688022        1.00
  1.51716437        1.00
  1.51744857        1.00
  1.51773283        1.00
  1.51801714        1.00
  1.51830151        1.00
  1.51858592        1.00
  1.51887040        1.00
  1.51915492        0.00
  1.51943950        0.00
  1.51972413        0.00
  1.52000881        0.00
  1.52029355        0.00
  1.52057834        0.00
  1.52086319        0.00
  1.52114808        0.00
  1.52143304        0.00
  1.52171804        0.00
  1.52200310        0.00
  1.52228821        0.00
  1.52257337        0.00
  1.52285859        0.00
  1.52314386        0.00
  1.52342919        0.00
  1.52371457        0.00
  1.52400000        0.00
