# Demo Filter 16
# Wavelenght (um)   Transmission
  1.42100000        0.00
  1.42128011        0.00
  1.42156027        0.00
  1.42184048        0.00
  1.42212075        0.00
  1.42240108        0.00
  1.42268146        0.00
  1.42296190        0.00
  1.42324239        0.00
  1.42352294        0.00
  1.42380354        0.00
  1.42408420        0.00
  1.42436491        0.00
  1.42464568        0.00
  1.42492651        0.00
  1.42520738        0.00
  1.42548832        0.00
  1.42576931        0.00
  1.42605036        1.00
  1.42633146        1.00
  1.42661261        1.00
  1.42689382        1.00
  1.42717509        1.00
  1.42745641        1.00
  1.42773779        1.00
  1.42801923        1.00
  1.42830072        1.00
  1.42858226        1.00
  1.42886386        1.00
  1.42914552        1.00
  1.42942723        1.00
  1.42970899        1.00
  1.42999082        1.00
  1.43027269        1.00
  1.43055463        1.00
  1.43083662        1.00
  1.43111866        1.00
  1.43140076        1.00
  1.43168292        1.00
  1.43196513        1.00
  1.43224739        1.00
  1.43252972        1.00
  1.43281209        1.00
  1.43309453        1.00
  1.43337702        1.00
  1.43365956        1.00
  1.43394216        1.00
  1.43422482        1.00
  1.43450753        1.00
  1.43479030        1.00
  1.43507312        1.00
  1.43535600        1.00
  1.43563894        1.00
  1.43592193        1.00
  1.43620498        1.00
  1.43648808        1.00
  1.43677124        1.00
  1.43705445        1.00
  1.43733772        1.00
  1.43762105        1.00
  1.43790443        1.00
  1.43818787        1.00
  1.43847136        1.00
  1.43875491        1.00
  1.43903852        1.00
  1.43932218        1.00
  1.43960589        1.00
  1.43988967        1.00
  1.44017350        1.00
  1.44045738        1.00
  1.44074132        1.00
  1.44102532        1.00
  1.44130937        1.00
  1.44159348        1.00
  1.44187765        1.00
  1.44216187        1.00
  1.44244614        1.00
  1.44273048        1.00
  1.44301487        1.00
  1.44329931        1.00
  1.44358381        1.00
  1.44386837        1.00
  1.44415298        0.00
  1.44443765        0.00
  1.44472238        0.00
  1.44500716        0.00
  1.44529200        0.00
  1.44557689        0.00
  1.44586184        0.00
  1.44614685        0.00
  1.44643191        0.00
  1.44671703        0.00
  1.44700220        0.00
  1.44728743        0.00
  1.44757272        0.00
  1.44785806        0.00
  1.44814346        0.00
  1.44842892        0.00
  1.44871443        0.00
  1.44900000        0.00
