# Demo Filter 18
# Wavelenght (um)   Transmission
  1.45900000        0.00
  1.45928018        0.00
  1.45956040        0.00
  1.45984069        0.00
  1.46012102        0.00
  1.46040142        0.00
  1.46068186        0.00
  1.46096236        0.00
  1.46124291        0.00
  1.46152352        0.00
  1.46180418        0.00
  1.46208489        0.00
  1.46236566        0.00
  1.46264648        0.00
  1.46292736        0.00
  1.46320829        0.00
  1.46348927        0.00
  1.46377031        0.00
  1.46405140        1.00
  1.46433254        1.00
  1.46461374        1.00
  1.46489500        1.00
  1.46517631        1.00
  1.46545767        1.00
  1.46573908        1.00
  1.46602055        1.00
  1.46630208        1.00
  1.46658365        1.00
  1.46686529        1.00
  1.46714697        1.00
  1.46742871        1.00
  1.46771051        1.00
  1.46799235        1.00
  1.46827426        1.00
  1.46855621        1.00
  1.46883822        1.00
  1.46912029        1.00
  1.46940241        1.00
  1.46968458        1.00
  1.46996681        1.00
  1.47024909        1.00
  1.47053142        1.00
  1.47081381        1.00
  1.47109626        1.00
  1.47137876        1.00
  1.47166131        1.00
  1.47194392        1.00
  1.47222658        1.00
  1.47250929        1.00
  1.47279206        1.00
  1.47307489        1.00
  1.47335776        1.00
  1.47364070        1.00
  1.47392368        1.00
  1.47420673        1.00
  1.47448982        1.00
  1.47477297        1.00
  1.47505618        1.00
  1.47533943        1.00
  1.47562275        1.00
  1.47590612        1.00
  1.47618954        1.00
  1.47647301        1.00
  1.47675654        1.00
  1.47704013        1.00
  1.47732377        1.00
  1.47760746        1.00
  1.47789121        1.00
  1.47817502        1.00
  1.47845887        1.00
  1.47874279        1.00
  1.47902675        1.00
  1.47931077        1.00
  1.47959485        1.00
  1.47987898        1.00
  1.48016317        1.00
  1.48044740        1.00
  1.48073170        1.00
  1.48101605        1.00
  1.48130045        1.00
  1.48158491        1.00
  1.48186942        1.00
  1.48215399        0.00
  1.48243861        0.00
  1.48272329        0.00
  1.48300802        0.00
  1.48329280        0.00
  1.48357764        0.00
  1.48386254        0.00
  1.48414749        0.00
  1.48443249        0.00
  1.48471755        0.00
  1.48500267        0.00
  1.48528784        0.00
  1.48557306        0.00
  1.48585834        0.00
  1.48614367        0.00
  1.48642906        0.00
  1.48671450        0.00
  1.48700000        0.00
