# Demo Filter 17
# Wavelenght (um)   Transmission
  1.44000000        0.00
  1.44028014        0.00
  1.44056034        0.00
  1.44084059        0.00
  1.44112089        0.00
  1.44140125        0.00
  1.44168166        0.00
  1.44196213        0.00
  1.44224265        0.00
  1.44252323        0.00
  1.44280386        0.00
  1.44308455        0.00
  1.44336529        0.00
  1.44364609        0.00
  1.44392694        0.00
  1.44420784        0.00
  1.44448880        0.00
  1.44476982        0.00
  1.44505088        1.00
  1.44533201        1.00
  1.44561319        1.00
  1.44589442        1.00
  1.44617571        1.00
  1.44645705        1.00
  1.44673845        1.00
  1.44701990        1.00
  1.44730140        1.00
  1.44758297        1.00
  1.44786458        1.00
  1.44814625        1.00
  1.44842798        1.00
  1.44870976        1.00
  1.44899159        1.00
  1.44927348        1.00
  1.44955543        1.00
  1.44983743        1.00
  1.45011948        1.00
  1.45040159        1.00
  1.45068376        1.00
  1.45096598        1.00
  1.45124825        1.00
  1.45153058        1.00
  1.45181297        1.00
  1.45209540        1.00
  1.45237790        1.00
  1.45266045        1.00
  1.45294305        1.00
  1.45322571        1.00
  1.45350842        1.00
  1.45379119        1.00
  1.45407402        1.00
  1.45435690        1.00
  1.45463983        1.00
  1.45492282        1.00
  1.45520586        1.00
  1.45548896        1.00
  1.45577212        1.00
  1.45605533        1.00
  1.45633859        1.00
  1.45662191        1.00
  1.45690528        1.00
  1.45718871        1.00
  1.45747220        1.00
  1.45775574        1.00
  1.45803933        1.00
  1.45832298        1.00
  1.45860669        1.00
  1.45889045        1.00
  1.45917427        1.00
  1.45945814        1.00
  1.45974206        1.00
  1.46002605        1.00
  1.46031008        1.00
  1.46059417        1.00
  1.46087832        1.00
  1.46116252        1.00
  1.46144678        1.00
  1.46173110        1.00
  1.46201546        1.00
  1.46229989        1.00
  1.46258437        1.00
  1.46286890        1.00
  1.46315349        0.00
  1.46343814        0.00
  1.46372284        0.00
  1.46400759        0.00
  1.46429241        0.00
  1.46457727        0.00
  1.46486219        0.00
  1.46514717        0.00
  1.46543221        0.00
  1.46571729        0.00
  1.46600244        0.00
  1.46628764        0.00
  1.46657289        0.00
  1.46685820        0.00
  1.46714357        0.00
  1.46742899        0.00
  1.46771447        0.00
  1.46800000        0.00
